date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:13:28	1287676/1287676	---MCZ	200	added ('OK')	text/html	etag:W/%22530da3acd702b152b5b4ce39cd27b0ed%22	https://www.irritime.com/ar	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/ar.html	(from https://www.irritime.com/)
11:13:28	1286076/1286076	---MCZ	200	added ('OK')	text/html	etag:W/%22aa9790580f2a6ef77bf679084f56dd2b%22	https://www.irritime.com/es	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/es.html	(from https://www.irritime.com/)
11:13:29	1284359/1284359	---MCZ	200	added ('OK')	text/html	etag:W/%22fb9b07db6ca614f56739e8217ecb0a89%22	https://www.irritime.com/fr	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/fr.html	(from https://www.irritime.com/)
11:13:29	1298590/1298590	---MCZ	200	added ('OK')	text/html	etag:W/%224b078be443f2d63c89bd9e2db515610c%22	https://www.irritime.com/pt	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/pt.html	(from https://www.irritime.com/)
11:13:29	1300655/1300655	---MCZ	200	added ('OK')	text/html	etag:W/%2232980e50238fcff6823fd8fe084c199f%22	https://www.irritime.com/ru	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/ru.html	(from https://www.irritime.com/)
11:13:30	1283260/1283260	---MCZ	200	added ('OK')	text/html	etag:W/%224ab415f64f40983c23dc6d6a3333209b%22	https://www.irritime.com/tr	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/tr.html	(from https://www.irritime.com/)
11:13:30	680/680	---MCZ	200	added ('OK')	text/xml	date:Mon,%2028%20Jul%202025%2016:13:30%20GMT	https://www.irritime.com/blog-feed.xml	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/blog-feed.xml	(from https://www.irritime.com/)
11:13:30	14008/14008	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Jul%202025%2015:38:11%20GMT	https://static.wixstatic.com/media/d2bb1e_50edd48e5d414095877ee3f5d59e160a~mv2.png/v1/fill/w_163,h_71,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/%c4%b0rritime-Beyaz-Logotype4.png	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/static.wixstatic.com/media/d2bb1e_50edd48e5d414095877ee3f5d59e160a_mv2.png/v1/fill/w_163,h_71,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/%c4%b0rritime-Beyaz-Logotype4.png	(from https://www.irritime.com/)
11:13:31	836942/836942	---MCZ	200	added ('OK')	text/html	etag:W/%225528b6b7f436007ace378a2fbf30d50d%22	https://www.irritime.com/products	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/products.html	(from https://www.irritime.com/)
11:13:31	845789/845789	---MCZ	200	added ('OK')	text/html	etag:W/%2224708390401c03ba7a39951a10c011e1%22	https://www.irritime.com/products/drip-irrigation-pipe	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/products/drip-irrigation-pipe.html	(from https://www.irritime.com/)
11:13:32	822742/822742	---MCZ	200	added ('OK')	text/html	etag:W/%22a9ca800e39003d1df1b1eb41659986ae%22	https://www.irritime.com/products/drippers-and-accessories	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/products/drippers-and-accessories.html	(from https://www.irritime.com/)
11:13:32	821039/821039	---MCZ	200	added ('OK')	text/html	etag:W/%226773c356eefd90329a2e20a87eed143b%22	https://www.irritime.com/products/drip-irrigation-fittings	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/products/drip-irrigation-fittings.html	(from https://www.irritime.com/)
11:13:33	739437/739437	---MCZ	200	added ('OK')	text/html	etag:W/%22b168180a7a34f961c53524c1e161b43f%22	https://www.irritime.com/products/micro-sprinkler	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/products/micro-sprinkler.html	(from https://www.irritime.com/)
11:13:33	749915/749915	---MCZ	200	added ('OK')	text/html	etag:W/%22ce243aa6dccc76f872377cd62d7efe7a%22	https://www.irritime.com/products/filter-system	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/products/filter-system.html	(from https://www.irritime.com/)
11:13:33	769923/769923	---MCZ	200	added ('OK')	text/html	etag:W/%227fc50dadf12ac15a4b75e8de3b2a2edb%22	https://www.irritime.com/products/pp-fittings	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/products/pp-fittings.html	(from https://www.irritime.com/)
11:13:34	756922/756922	---MCZ	200	added ('OK')	text/html	etag:W/%22ba526df4670fc84b6c9c9f7637ff25bb%22	https://www.irritime.com/corporate/about-us	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/corporate/about-us.html	(from https://www.irritime.com/)
11:13:34	735362/735362	---MCZ	200	added ('OK')	text/html	etag:W/%2259d13952589f44306146662588aa5166%22	https://www.irritime.com/corporate/rd-and-innovation	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/corporate/rd-and-innovation.html	(from https://www.irritime.com/)
11:13:35	726091/726091	---MCZ	200	added ('OK')	text/html	etag:W/%22004d3b12a3e7ceda1bb497b28c22f200%22	https://www.irritime.com/corporate/quality-policy	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/corporate/quality-policy.html	(from https://www.irritime.com/)
11:13:35	747594/747594	---MCZ	200	added ('OK')	text/html	etag:W/%2206798b3db3edf61c52e7b85d66bcf70f%22	https://www.irritime.com/corporate/sustainable-policy	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/corporate/sustainable-policy.html	(from https://www.irritime.com/)
11:13:35	726087/726087	---MCZ	200	added ('OK')	text/html	etag:W/%22c06e7b8d9cbd68724fae7bef69e1b97f%22	https://www.irritime.com/corporate/marketing-and-global-presence	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/corporate/marketing-and-global-presence.html	(from https://www.irritime.com/)
11:13:36	1063905/1063905	---MCZ	200	added ('OK')	text/html	etag:W/%226d4e63494792b4828cf3362e04f57ee6%22	https://www.irritime.com/contact	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/contact.html	(from https://www.irritime.com/)
11:13:36	2447/2447	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Jul%202025%2015:38:18%20GMT	https://static.wixstatic.com/media/d2bb1e_0f0e0c6e134548578e482966ba669c12f000.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/d2bb1e_0f0e0c6e134548578e482966ba669c12f000.jpg	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/static.wixstatic.com/media/d2bb1e_0f0e0c6e134548578e482966ba669c12f000.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/d2bb1e_0f0e0c6e134548578e482966ba669c12f000.jpg	(from https://www.irritime.com/)
11:13:37	2173/2173	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Jul%202025%2015:38:18%20GMT	https://static.wixstatic.com/media/11062b_603340b7bcb14e7785c7b65b233cd9f9~mv2.png/v1/fill/w_42,h_42,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_603340b7bcb14e7785c7b65b233cd9f9~mv2.png	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/static.wixstatic.com/media/11062b_603340b7bcb14e7785c7b65b233cd9f9_mv2.png/v1/fill/w_42,h_42,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_603340b7bcb14e7785c7b65b233cd9f9_mv2.png	(from https://www.irritime.com/)
11:13:37	1823/1823	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Jul%202025%2015:38:18%20GMT	https://static.wixstatic.com/media/11062b_f4e3e7f537ff4762a1914aa14e3e36b9~mv2.png/v1/fill/w_42,h_42,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_f4e3e7f537ff4762a1914aa14e3e36b9~mv2.png	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/static.wixstatic.com/media/11062b_f4e3e7f537ff4762a1914aa14e3e36b9_mv2.png/v1/fill/w_42,h_42,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_f4e3e7f537ff4762a1914aa14e3e36b9_mv2.png	(from https://www.irritime.com/)
11:13:37	1876/1876	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Jul%202025%2015:38:19%20GMT	https://static.wixstatic.com/media/11062b_c67939a99eaf442d95d3f851857ceedf~mv2.png/v1/fill/w_42,h_42,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_c67939a99eaf442d95d3f851857ceedf~mv2.png	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/static.wixstatic.com/media/11062b_c67939a99eaf442d95d3f851857ceedf_mv2.png/v1/fill/w_42,h_42,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_c67939a99eaf442d95d3f851857ceedf_mv2.png	(from https://www.irritime.com/)
11:13:37	2993/2993	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Jul%202025%2015:38:19%20GMT	https://static.wixstatic.com/media/d2bb1e_2aab0ff9e30d4b178727873204c8a8f7f000.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/d2bb1e_2aab0ff9e30d4b178727873204c8a8f7f000.jpg	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/static.wixstatic.com/media/d2bb1e_2aab0ff9e30d4b178727873204c8a8f7f000.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/d2bb1e_2aab0ff9e30d4b178727873204c8a8f7f000.jpg	(from https://www.irritime.com/)
11:13:37	20442/20442	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Jul%202025%2015:38:19%20GMT	https://static.wixstatic.com/media/d2bb1e_967bd9747958456e87930069699f43acf000.jpg/v1/fill/w_380,h_320,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/d2bb1e_967bd9747958456e87930069699f43acf000.jpg	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/static.wixstatic.com/media/d2bb1e_967bd9747958456e87930069699f43acf000.jpg/v1/fill/w_380,h_320,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/d2bb1e_967bd9747958456e87930069699f43acf000.jpg	(from https://www.irritime.com/)
11:13:38	17745/17745	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Jul%202025%2015:38:19%20GMT	https://static.wixstatic.com/media/d2bb1e_36ce2e9744e44447ac9d908328debadff000.jpg/v1/fill/w_380,h_320,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/d2bb1e_36ce2e9744e44447ac9d908328debadff000.jpg	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/static.wixstatic.com/media/d2bb1e_36ce2e9744e44447ac9d908328debadff000.jpg/v1/fill/w_380,h_320,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/d2bb1e_36ce2e9744e44447ac9d908328debadff000.jpg	(from https://www.irritime.com/)
11:13:38	14661057/14661057	---M--	200	added ('OK')	application/pdf	etag:%2293bac51432afd9a49be0119d1896fc61%22	https://www.irritime.com/_files/ugd/d2bb1e_fd207b89f1b9479486f6663853041077.pdf	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/_files/ugd/irritime%20katalog%20tr-en.pdf_;%20filename_=UTF-8''irritime%20katalog%20tr-en.pdf	(from https://www.irritime.com/)
11:13:38	19182/19182	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Jul%202025%2015:38:20%20GMT	https://static.wixstatic.com/media/d2bb1e_3d585bd44eac46e3aa2d90f1b3a56447f000.jpg/v1/fill/w_380,h_320,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/d2bb1e_3d585bd44eac46e3aa2d90f1b3a56447f000.jpg	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/static.wixstatic.com/media/d2bb1e_3d585bd44eac46e3aa2d90f1b3a56447f000.jpg/v1/fill/w_380,h_320,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/d2bb1e_3d585bd44eac46e3aa2d90f1b3a56447f000.jpg	(from https://www.irritime.com/)
11:13:38	15506/15506	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Jul%202025%2015:38:20%20GMT	https://static.wixstatic.com/media/d2bb1e_ec450263b09e44298965611ea266a38ff000.jpg/v1/fill/w_380,h_320,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/d2bb1e_ec450263b09e44298965611ea266a38ff000.jpg	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/static.wixstatic.com/media/d2bb1e_ec450263b09e44298965611ea266a38ff000.jpg/v1/fill/w_380,h_320,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/d2bb1e_ec450263b09e44298965611ea266a38ff000.jpg	(from https://www.irritime.com/)
11:13:38	23682/23682	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Jul%202025%2015:38:20%20GMT	https://static.wixstatic.com/media/d2bb1e_8f38139e529c481cb5926c954e88c75cf000.jpg/v1/fill/w_380,h_320,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/d2bb1e_8f38139e529c481cb5926c954e88c75cf000.jpg	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/static.wixstatic.com/media/d2bb1e_8f38139e529c481cb5926c954e88c75cf000.jpg/v1/fill/w_380,h_320,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/d2bb1e_8f38139e529c481cb5926c954e88c75cf000.jpg	(from https://www.irritime.com/)
11:13:38	15117/15117	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Jul%202025%2015:38:20%20GMT	https://static.wixstatic.com/media/d2bb1e_cc783a79bc124be59326d5407488daecf000.jpg/v1/fill/w_380,h_320,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/d2bb1e_cc783a79bc124be59326d5407488daecf000.jpg	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/static.wixstatic.com/media/d2bb1e_cc783a79bc124be59326d5407488daecf000.jpg/v1/fill/w_380,h_320,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/d2bb1e_cc783a79bc124be59326d5407488daecf000.jpg	(from https://www.irritime.com/)
11:13:39	50889/50889	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Jul%202025%2015:38:21%20GMT	https://static.wixstatic.com/media/d2bb1e_026e559959b04ac3a4f786b13c6edde6f000.jpg/v1/fill/w_480,h_382,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/d2bb1e_026e559959b04ac3a4f786b13c6edde6f000.jpg	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/static.wixstatic.com/media/d2bb1e_026e559959b04ac3a4f786b13c6edde6f000.jpg/v1/fill/w_480,h_382,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/d2bb1e_026e559959b04ac3a4f786b13c6edde6f000.jpg	(from https://www.irritime.com/)
11:13:39	67984/67984	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Jul%202025%2015:38:21%20GMT	https://static.wixstatic.com/media/d2bb1e_3286f2675fee4da386844069f9002c00f000.jpg/v1/fill/w_480,h_382,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/d2bb1e_3286f2675fee4da386844069f9002c00f000.jpg	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/static.wixstatic.com/media/d2bb1e_3286f2675fee4da386844069f9002c00f000.jpg/v1/fill/w_480,h_382,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/d2bb1e_3286f2675fee4da386844069f9002c00f000.jpg	(from https://www.irritime.com/)
11:13:39	21745/21745	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Jul%202025%2015:38:21%20GMT	https://static.wixstatic.com/media/d2bb1e_efd2a0cf021645c4b48b72c29bc17718f000.jpg/v1/fill/w_480,h_382,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/d2bb1e_efd2a0cf021645c4b48b72c29bc17718f000.jpg	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/static.wixstatic.com/media/d2bb1e_efd2a0cf021645c4b48b72c29bc17718f000.jpg/v1/fill/w_480,h_382,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/d2bb1e_efd2a0cf021645c4b48b72c29bc17718f000.jpg	(from https://www.irritime.com/)
11:13:39	2211/2211	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Jul%202025%2016:13:40%20GMT	https://www.irritime.com/media/emptystate.85a4add5.svg	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/media/emptystate.85a4add5.2c.delayed	(from https://www.irritime.com/)
11:13:40	443843/443843	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Jul%202025%2015:38:22%20GMT	https://static.wixstatic.com/media/d2bb1e_41e0f2633c0e4f9a918b38513e5a339d~mv2.png/v1/fit/w_815,h_535,q_90,enc_avif,quality_auto/d2bb1e_41e0f2633c0e4f9a918b38513e5a339d~mv2.png	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/static.wixstatic.com/media/d2bb1e_41e0f2633c0e4f9a918b38513e5a339d_mv2.png/v1/fit/w_815,h_535,q_90,enc_avif,quality_auto/d2bb1e_41e0f2633c0e4f9a918b38513e5a339d_mv2.png	(from https://www.irritime.com/)
11:13:40	252062/252062	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Jul%202025%2015:38:22%20GMT	https://static.wixstatic.com/media/d2bb1e_50b6ff82363a4ad78d84eb45475052fe~mv2.png/v1/fit/w_815,h_535,q_90,enc_avif,quality_auto/d2bb1e_50b6ff82363a4ad78d84eb45475052fe~mv2.png	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/static.wixstatic.com/media/d2bb1e_50b6ff82363a4ad78d84eb45475052fe_mv2.png/v1/fit/w_815,h_535,q_90,enc_avif,quality_auto/d2bb1e_50b6ff82363a4ad78d84eb45475052fe_mv2.png	(from https://www.irritime.com/)
11:13:41	2207/2207	---MCZ	400	error ('Bad%20Request')	text/html	date:Mon,%2028%20Jul%202025%2016:13:41%20GMT	https://www.irritime.com/'https://scontent-lhr6-2.cdninstagram.com/o1/v/t2/f2/m86/AQPUMJvEH24XByHyEzHadmQH-4a2LfzJiXkKOgbsv-4G374raP_Hz8Ivxjef-PEHZRmlCaKegz5YBc5M5lNZ7nQgpXrmsYAHc0GSEFQ.mp4?_nc_cat=105&_nc_sid=5e9851&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_ohc=UuXWzLR6w6AQ7kNvwEZ1cuz&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6NjcxNzA4MTYyNTU2MjYyLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6MzUsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=245e54cbb51228d6&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9EMjRCMkNDMzNDQkEzM0Q2NjQ2NTBGOUFBNUU5ODFBNV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQkw4RGg5MUV0YjRXNGNHQUtacVlkVVhNRFZqYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmzIXg5se6sQIVAigCQzMsF0BBgAAAAAAAGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_zt=28&oh=00_AfSM6Twpi1MMK5CV7If8w6wB4VXRqGfbeLnKVLwLKdWgHQ&oe=688984F2'	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/www.irritime.com/'https_/scontent-lhr6-2.cdninstagram.com/o1/v/t2/f2/m86/AQPUMJvEH24XByHyEzHadmQH-4a2LfzJiXkKOgbsv-4G374raP_Hz8Ivxjef-PEHZRmlCaKegz5YBc5M5lNZ7nQgpXrmsYAHc0GSEFQ.300bba.delayed	(from https://www.irritime.com/)
11:13:41	223433/223433	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Jul%202025%2006:54:14%20GMT	https://scontent-lhr6-2.cdninstagram.com/v/t51.82787-15/522628516_18310665721243922_9140606627108352748_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ccb=1-7&_nc_sid=18de74&_nc_ohc=vLuWqTEfvr4Q7kNvwFY2iOd&_nc_oc=AdkS9INefvEKTRfSCYF3oKtTFFxNlICyTjdZxPCzLJkJoMKJZv8j1NsjpW-leb9zeMU&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=4GGkiEz5ybDBL5kCnLFE-Q&oh=00_AfSOpuFtlofjmZoWOx6u1mF8gZNrbYiErtABhmVKE61dSg&oe=688D5A17	C:/My%20Web%20Sites/MiCopiaWeb/MiCopiaWeb/scontent-lhr6-2.cdninstagram.com/v/t51.82787-15/522628516_18310665721243922_9140606627108352748_n6c59.jpg	(from https://www.irritime.com/)
